"index"	"tenure"	"age"	"marital"	"address"	"income"	"ed"	"employ"	"retire"	"gender"	"longmon"	"wiremon"	"churn"
"577"	2	29	"Married"	3	44	"High school degree"	9	"No"	"Female"	2.1	33.6	"Yes"
"578"	4	40	"Unmarried"	12	38	"High school degree"	5	"No"	"Male"	8.15	0	"No"
"579"	34	63	"Married"	10	23	"High school degree"	0	"No"	"Female"	14.3	28.95	"No"
"580"	13	34	"Married"	6	37	"Some college"	6	"No"	"Male"	6.85	0	"No"
"581"	37	40	"Married"	14	26	"High school degree"	0	"No"	"Male"	18.9	0	"No"
"582"	45	30	"Married"	8	38	"High school degree"	5	"No"	"Male"	12.75	0	"No"
"583"	71	70	"Unmarried"	30	153	"Some college"	34	"Yes"	"Female"	30.55	46.7	"No"
"584"	35	40	"Unmarried"	5	49	"Did not complete high school"	20	"No"	"Female"	3.4	0	"No"
"585"	44	41	"Unmarried"	21	51	"Some college"	7	"No"	"Male"	4.95	0	"No"
"586"	44	45	"Married"	19	88	"Did not complete high school"	21	"No"	"Male"	11.9	0	"No"
"587"	26	41	"Married"	20	19	"Did not complete high school"	0	"No"	"Female"	5.45	0	"No"
"588"	42	46	"Married"	9	31	"Did not complete high school"	12	"No"	"Female"	5.9	0	"No"
"589"	41	47	"Married"	6	90	"High school degree"	19	"No"	"Male"	6.7	0	"Yes"
"590"	31	24	"Married"	3	14	"Did not complete high school"	0	"No"	"Male"	7.2	0	"No"
"591"	62	63	"Unmarried"	43	341	"High school degree"	30	"No"	"Male"	14.6	0	"Yes"
"592"	12	23	"Married"	2	24	"College degree"	0	"No"	"Female"	3.2	35.4	"No"
"593"	45	49	"Married"	27	81	"High school degree"	7	"No"	"Female"	13.85	0	"No"
"594"	47	34	"Married"	4	63	"High school degree"	13	"No"	"Female"	18.95	0	"No"
"595"	23	22	"Married"	1	27	"Did not complete high school"	4	"No"	"Male"	7.9	0	"No"
"596"	39	34	"Unmarried"	4	20	"Post-undergraduate degree"	3	"No"	"Female"	9.55	79.2	"No"
"597"	19	26	"Unmarried"	2	48	"Some college"	0	"No"	"Male"	7.55	0	"No"
"598"	13	54	"Unmarried"	12	121	"College degree"	23	"No"	"Male"	7.3	0	"No"
"599"	5	33	"Unmarried"	6	39	"Some college"	4	"No"	"Male"	2.1	0	"Yes"
"600"	11	19	"Unmarried"	0	21	"High school degree"	0	"No"	"Male"	3.6	0	"Yes"
"601"	4	32	"Unmarried"	2	53	"College degree"	5	"No"	"Male"	7	0	"Yes"
"602"	17	42	"Unmarried"	8	58	"Did not complete high school"	23	"No"	"Male"	5.05	0	"Yes"
"603"	7	27	"Unmarried"	3	39	"Some college"	2	"No"	"Male"	3.55	0	"Yes"
"604"	19	65	"Unmarried"	3	108	"Did not complete high school"	33	"No"	"Male"	5.95	0	"No"
"605"	32	34	"Married"	0	38	"Did not complete high school"	10	"No"	"Male"	7.35	0	"No"
"606"	53	51	"Unmarried"	31	245	"College degree"	0	"No"	"Male"	18.45	0	"No"
"607"	51	38	"Unmarried"	19	51	"Did not complete high school"	18	"No"	"Female"	11.7	0	"No"
"608"	35	34	"Unmarried"	7	78	"College degree"	10	"No"	"Female"	13.9	0	"No"
"609"	3	31	"Married"	4	23	"College degree"	4	"No"	"Male"	2.8	21.7	"Yes"
"610"	22	48	"Unmarried"	7	88	"College degree"	12	"No"	"Male"	4.5	0	"Yes"
"611"	17	21	"Married"	0	25	"High school degree"	1	"No"	"Female"	6.1	0	"No"
"612"	68	39	"Unmarried"	20	73	"High school degree"	16	"No"	"Female"	44.95	0	"No"
"613"	27	41	"Married"	7	62	"College degree"	15	"No"	"Female"	13.7	0	"No"
"614"	68	52	"Married"	8	456	"Some college"	30	"No"	"Female"	22.25	29.75	"No"
"615"	56	42	"Married"	10	24	"High school degree"	5	"No"	"Male"	33.65	0	"No"
"616"	11	32	"Unmarried"	8	23	"High school degree"	0	"No"	"Female"	6.2	0	"No"
"617"	5	47	"Unmarried"	7	46	"Did not complete high school"	6	"No"	"Female"	2.95	0	"Yes"
"618"	16	50	"Unmarried"	5	263	"High school degree"	29	"No"	"Female"	3.75	21.9	"No"
"619"	59	30	"Unmarried"	2	34	"College degree"	2	"No"	"Female"	16.7	0	"No"
"620"	60	64	"Unmarried"	14	33	"High school degree"	13	"Yes"	"Male"	30.75	47.4	"No"
"621"	55	47	"Unmarried"	11	37	"Did not complete high school"	11	"No"	"Male"	14.75	0	"No"
"622"	18	56	"Unmarried"	22	296	"High school degree"	25	"No"	"Male"	3.4	0	"No"
"623"	16	22	"Unmarried"	0	26	"Some college"	0	"No"	"Female"	4.1	0	"Yes"
"624"	35	57	"Married"	32	47	"College degree"	12	"No"	"Male"	7.25	0	"No"
"625"	31	23	"Married"	1	31	"Some college"	1	"No"	"Female"	16.6	51.35	"Yes"
"626"	20	49	"Married"	5	264	"High school degree"	29	"No"	"Female"	9.6	0	"No"
"627"	16	27	"Unmarried"	5	41	"College degree"	2	"No"	"Female"	6.9	30.95	"Yes"
"628"	69	48	"Married"	27	55	"High school degree"	4	"No"	"Male"	19.6	0	"No"
"629"	69	66	"Married"	31	49	"High school degree"	15	"No"	"Male"	23.1	0	"No"
"630"	27	24	"Married"	3	26	"Did not complete high school"	7	"No"	"Female"	6.05	0	"Yes"
"631"	48	39	"Unmarried"	20	110	"College degree"	9	"No"	"Male"	18.05	30.4	"No"
"632"	18	52	"Married"	20	66	"Did not complete high school"	19	"No"	"Female"	12.8	0	"No"
"633"	24	40	"Married"	4	39	"Some college"	5	"No"	"Female"	4.05	22.5	"No"
"634"	17	42	"Unmarried"	6	31	"High school degree"	2	"No"	"Male"	8.25	26.4	"Yes"
"635"	9	24	"Married"	3	26	"College degree"	1	"No"	"Female"	7.65	0	"No"
"636"	15	46	"Unmarried"	5	232	"College degree"	15	"No"	"Female"	4.3	31.3	"Yes"
"637"	62	37	"Married"	10	43	"College degree"	1	"No"	"Female"	9.2	0	"No"
"638"	9	41	"Unmarried"	12	39	"College degree"	3	"No"	"Male"	4.7	20.8	"Yes"
"639"	71	41	"Married"	10	73	"High school degree"	23	"No"	"Female"	32.65	0	"No"
"640"	62	59	"Married"	37	74	"Did not complete high school"	20	"No"	"Male"	16.1	0	"No"
"641"	20	38	"Unmarried"	19	237	"College degree"	13	"No"	"Male"	6	26.9	"No"
"642"	19	33	"Married"	11	22	"Did not complete high school"	3	"No"	"Male"	3.95	0	"No"
"643"	49	61	"Married"	28	21	"Did not complete high school"	8	"No"	"Male"	15.85	0	"No"
"644"	3	64	"Unmarried"	3	9	"High school degree"	6	"Yes"	"Male"	4.95	0	"Yes"
"645"	33	36	"Unmarried"	2	41	"Post-undergraduate degree"	10	"No"	"Male"	4.15	27.05	"Yes"
"646"	38	44	"Unmarried"	1	50	"College degree"	7	"No"	"Female"	7.15	0	"Yes"
"647"	42	48	"Married"	14	27	"Some college"	5	"No"	"Female"	16.5	28.4	"No"
"648"	11	26	"Unmarried"	2	53	"Some college"	3	"No"	"Male"	4.15	38.8	"Yes"
"649"	27	28	"Married"	0	58	"Some college"	0	"No"	"Male"	5.8	0	"No"
"650"	23	50	"Unmarried"	1	151	"College degree"	8	"No"	"Female"	8.25	0	"No"
"651"	4	38	"Married"	13	54	"High school degree"	4	"No"	"Male"	4.75	24.45	"No"
"652"	36	42	"Unmarried"	5	31	"Did not complete high school"	4	"No"	"Female"	10.05	0	"Yes"
"653"	37	42	"Unmarried"	10	115	"Did not complete high school"	22	"No"	"Female"	15.1	0	"No"
"654"	24	58	"Married"	30	24	"Did not complete high school"	5	"No"	"Male"	7.65	0	"No"
"655"	4	24	"Unmarried"	1	17	"High school degree"	2	"No"	"Male"	3.2	0	"Yes"
"656"	54	33	"Unmarried"	5	47	"High school degree"	13	"No"	"Female"	13.9	0	"No"
"657"	7	49	"Unmarried"	8	36	"Did not complete high school"	0	"No"	"Female"	8.85	0	"Yes"
"658"	10	28	"Unmarried"	9	75	"College degree"	1	"No"	"Male"	6.2	36.3	"Yes"
"659"	24	35	"Married"	10	41	"Post-undergraduate degree"	6	"No"	"Female"	3.3	0	"No"
"660"	12	31	"Unmarried"	8	18	"College degree"	4	"No"	"Male"	3.7	0	"Yes"
"661"	45	54	"Unmarried"	25	171	"Some college"	33	"No"	"Female"	9.05	0	"No"
"662"	59	55	"Married"	29	42	"Some college"	21	"No"	"Female"	8.95	0	"No"
"663"	3	21	"Married"	1	36	"Some college"	0	"No"	"Female"	3.2	0	"No"
"664"	8	35	"Unmarried"	6	31	"Post-undergraduate degree"	7	"No"	"Male"	4.4	42.05	"Yes"
"665"	16	59	"Unmarried"	5	207	"High school degree"	37	"No"	"Female"	7.45	0	"No"
"666"	32	33	"Unmarried"	1	38	"Did not complete high school"	12	"No"	"Female"	7.3	0	"No"
"667"	8	49	"Unmarried"	14	134	"College degree"	9	"No"	"Female"	3	60.3	"Yes"
"668"	9	28	"Married"	8	28	"Some college"	4	"No"	"Male"	4.5	0	"Yes"
"669"	12	19	"Married"	0	15	"High school degree"	0	"No"	"Female"	5.85	0	"No"
"670"	24	43	"Married"	15	48	"College degree"	4	"No"	"Male"	14.4	36.95	"No"
"671"	72	75	"Unmarried"	48	14	"High school degree"	6	"Yes"	"Female"	37.3	0	"No"
"672"	58	61	"Unmarried"	42	101	"College degree"	18	"No"	"Female"	16.35	0	"No"
"673"	70	44	"Married"	24	87	"High school degree"	18	"No"	"Male"	18.9	0	"No"
"674"	9	25	"Unmarried"	3	27	"Did not complete high school"	4	"No"	"Female"	12.2	0	"Yes"
"675"	49	25	"Unmarried"	1	27	"Post-undergraduate degree"	0	"No"	"Female"	9.9	26.9	"No"
"676"	52	54	"Unmarried"	7	59	"Some college"	22	"No"	"Male"	15.25	39.3	"No"
"677"	10	42	"Married"	10	294	"College degree"	9	"No"	"Female"	4.85	36.85	"Yes"
"678"	14	52	"Married"	2	44	"Some college"	5	"No"	"Male"	4.85	14.9	"No"
"679"	19	27	"Married"	3	35	"High school degree"	4	"No"	"Male"	5.4	0	"No"
"680"	12	36	"Married"	4	205	"College degree"	10	"No"	"Female"	5.95	32	"Yes"
"681"	65	59	"Unmarried"	27	732	"Some college"	31	"No"	"Female"	10.15	0	"No"
"682"	67	40	"Married"	14	59	"Some college"	11	"No"	"Male"	27	0	"No"
"683"	29	24	"Married"	3	23	"Did not complete high school"	7	"No"	"Male"	10.2	0	"No"
"684"	55	46	"Unmarried"	8	87	"High school degree"	19	"No"	"Female"	17.9	0	"No"
"685"	71	67	"Married"	25	110	"Did not complete high school"	23	"No"	"Female"	33.85	0	"No"
"686"	5	44	"Married"	2	83	"Some college"	14	"No"	"Female"	4	21.95	"Yes"
"687"	60	58	"Unmarried"	0	63	"College degree"	21	"No"	"Female"	16.35	0	"No"
"688"	10	40	"Unmarried"	6	22	"Some college"	6	"No"	"Female"	5.05	0	"Yes"
"689"	52	64	"Unmarried"	44	43	"Some college"	7	"No"	"Male"	12.85	37.15	"No"
"690"	61	43	"Married"	22	35	"High school degree"	11	"No"	"Male"	21.05	0	"No"
"691"	61	29	"Married"	5	48	"High school degree"	11	"No"	"Male"	17.55	0	"No"
"692"	67	47	"Married"	19	69	"Some college"	12	"No"	"Male"	49.35	0	"No"
"693"	41	42	"Married"	12	26	"College degree"	5	"No"	"Male"	10.95	0	"No"
"694"	30	28	"Unmarried"	1	20	"Did not complete high school"	8	"No"	"Female"	12.4	0	"Yes"
"695"	24	46	"Unmarried"	12	43	"High school degree"	6	"No"	"Male"	12.05	28.15	"No"
"696"	72	75	"Unmarried"	37	33	"Did not complete high school"	44	"Yes"	"Female"	49.3	0	"No"
"697"	17	35	"Unmarried"	7	66	"High school degree"	11	"No"	"Male"	5.15	28.05	"Yes"
"698"	65	72	"Unmarried"	46	12	"High school degree"	0	"Yes"	"Male"	29.6	0	"No"
"699"	15	30	"Married"	8	90	"High school degree"	11	"No"	"Male"	7.35	23	"No"
"700"	34	33	"Unmarried"	8	35	"Some college"	2	"No"	"Female"	7.5	0	"Yes"
"701"	26	43	"Unmarried"	23	51	"Post-undergraduate degree"	4	"No"	"Female"	7.9	0	"Yes"
"702"	36	45	"Unmarried"	22	117	"Some college"	15	"No"	"Female"	10.5	0	"No"
"703"	60	48	"Unmarried"	29	100	"High school degree"	26	"No"	"Female"	24.4	0	"No"
"704"	16	54	"Unmarried"	20	147	"Did not complete high school"	29	"No"	"Male"	6.95	0	"No"
"705"	1	33	"Unmarried"	5	53	"College degree"	6	"No"	"Female"	1.95	0	"Yes"
"706"	56	30	"Married"	9	57	"Post-undergraduate degree"	2	"No"	"Male"	16.85	0	"No"
"707"	6	50	"Unmarried"	5	37	"High school degree"	0	"No"	"Male"	5.35	0	"No"
"708"	48	34	"Unmarried"	7	42	"Some college"	2	"No"	"Female"	14.15	0	"No"
"709"	34	36	"Married"	17	50	"Did not complete high school"	4	"No"	"Male"	10.2	0	"No"
"710"	54	42	"Married"	0	55	"College degree"	2	"No"	"Male"	14.3	83.7	"Yes"
"711"	38	31	"Married"	2	42	"High school degree"	7	"No"	"Female"	10.8	0	"No"
"712"	25	55	"Unmarried"	15	37	"Did not complete high school"	7	"No"	"Female"	10.95	0	"Yes"
"713"	47	69	"Married"	17	228	"Some college"	39	"No"	"Female"	10.8	50.9	"Yes"
"714"	72	62	"Married"	35	163	"Post-undergraduate degree"	31	"No"	"Male"	28.35	56.55	"No"
"715"	6	35	"Married"	6	28	"College degree"	3	"No"	"Female"	3.25	30.3	"No"
"716"	30	51	"Married"	9	118	"Post-undergraduate degree"	21	"No"	"Female"	6.4	0	"No"
"717"	65	70	"Married"	9	115	"High school degree"	39	"Yes"	"Female"	26.85	33.75	"No"
"718"	22	44	"Married"	19	37	"College degree"	1	"No"	"Male"	14.3	0	"No"
"719"	60	53	"Unmarried"	32	93	"Did not complete high school"	28	"No"	"Male"	13.35	0	"No"
"720"	19	32	"Unmarried"	12	71	"College degree"	5	"No"	"Female"	5.25	47.8	"Yes"
"721"	18	25	"Unmarried"	4	26	"High school degree"	7	"No"	"Female"	3.3	0	"No"
"722"	9	37	"Married"	10	14	"College degree"	5	"No"	"Female"	2.4	0	"Yes"
"723"	1	34	"Married"	6	18	"Did not complete high school"	0	"No"	"Female"	1.6	0	"Yes"
"724"	10	28	"Married"	2	36	"College degree"	0	"No"	"Female"	6.3	22.65	"No"
"725"	45	34	"Married"	14	43	"College degree"	0	"No"	"Male"	6.55	0	"Yes"
"726"	25	28	"Married"	6	41	"College degree"	4	"No"	"Female"	5.8	26.6	"Yes"
"727"	66	39	"Unmarried"	1	66	"High school degree"	15	"No"	"Female"	11.6	0	"No"
"728"	27	67	"Unmarried"	1	33	"College degree"	19	"Yes"	"Female"	3.6	0	"Yes"
"729"	19	41	"Unmarried"	5	53	"College degree"	6	"No"	"Male"	6.45	0	"No"
"730"	17	41	"Married"	9	28	"College degree"	3	"No"	"Male"	1.8	0	"No"
"731"	16	36	"Unmarried"	13	58	"College degree"	4	"No"	"Male"	4.85	0	"No"
"732"	8	42	"Married"	2	129	"College degree"	17	"No"	"Female"	6.1	0	"No"
"733"	3	25	"Unmarried"	0	65	"College degree"	0	"No"	"Female"	3.3	0	"Yes"
"734"	59	57	"Unmarried"	26	311	"Some college"	36	"No"	"Female"	28.75	0	"No"
"735"	45	37	"Unmarried"	2	57	"Some college"	14	"No"	"Female"	10.8	0	"No"
"736"	66	62	"Unmarried"	31	47	"High school degree"	4	"No"	"Female"	34.25	0	"No"
"737"	28	50	"Married"	7	25	"Did not complete high school"	3	"No"	"Male"	14.85	0	"No"
"738"	15	38	"Married"	11	46	"Post-undergraduate degree"	11	"No"	"Male"	3.85	0	"Yes"
"739"	39	34	"Married"	10	51	"Some college"	13	"No"	"Female"	7.9	38.8	"No"
"740"	38	33	"Unmarried"	4	19	"High school degree"	5	"No"	"Female"	8.5	0	"No"
"741"	34	29	"Unmarried"	5	26	"Some college"	4	"No"	"Female"	6.75	0	"No"
"742"	60	57	"Married"	18	72	"Post-undergraduate degree"	30	"Yes"	"Male"	20.35	55.9	"No"
"743"	72	65	"Married"	33	71	"Did not complete high school"	41	"Yes"	"Female"	53.65	0	"No"
"744"	42	42	"Married"	9	41	"High school degree"	13	"No"	"Male"	15	0	"No"
"745"	32	37	"Unmarried"	9	44	"High school degree"	7	"No"	"Male"	11.25	0	"No"
"746"	48	50	"Married"	4	208	"College degree"	19	"No"	"Female"	12.9	41.25	"Yes"
"747"	63	37	"Married"	1	45	"College degree"	9	"No"	"Female"	14.95	0	"No"
"748"	45	27	"Married"	3	39	"Some college"	2	"No"	"Male"	13.45	0	"No"
"749"	68	42	"Unmarried"	16	89	"College degree"	12	"No"	"Male"	25.6	0	"No"
"750"	6	29	"Married"	4	19	"High school degree"	5	"No"	"Female"	4.2	0	"No"
"751"	68	57	"Married"	33	15	"High school degree"	0	"No"	"Female"	16.1	50.6	"Yes"
"752"	72	68	"Married"	26	59	"High school degree"	36	"Yes"	"Female"	58.65	48.85	"No"
"753"	53	38	"Married"	15	20	"Some college"	6	"No"	"Female"	12.05	20.25	"No"
"754"	20	51	"Married"	11	27	"College degree"	6	"No"	"Male"	9.05	0	"No"
"755"	70	35	"Married"	4	48	"High school degree"	9	"No"	"Male"	43.6	0	"No"
"756"	32	47	"Unmarried"	25	135	"High school degree"	6	"No"	"Female"	10.5	0	"No"
"757"	61	52	"Married"	23	19	"Did not complete high school"	0	"No"	"Male"	18.2	0	"Yes"
"758"	24	25	"Married"	3	28	"College degree"	0	"No"	"Male"	10.6	23.4	"No"
"759"	56	61	"Married"	14	12	"Did not complete high school"	16	"Yes"	"Female"	16.85	0	"No"
"760"	54	59	"Unmarried"	28	28	"High school degree"	15	"No"	"Male"	10.7	19.05	"No"
"761"	43	38	"Married"	7	18	"Some college"	8	"No"	"Female"	9.4	29.4	"No"
"762"	19	35	"Unmarried"	7	58	"Some college"	5	"No"	"Female"	3.65	43.05	"Yes"
"763"	5	43	"Unmarried"	16	72	"Some college"	17	"No"	"Female"	5.55	0	"No"
"764"	24	61	"Married"	6	112	"College degree"	3	"No"	"Female"	8.2	0	"Yes"
"765"	62	35	"Married"	2	28	"High school degree"	8	"No"	"Female"	18.45	0	"No"
"766"	14	40	"Unmarried"	13	398	"Post-undergraduate degree"	11	"No"	"Female"	6.4	47.7	"Yes"
"767"	60	48	"Married"	22	106	"Some college"	21	"No"	"Female"	13.05	69.55	"No"
"768"	30	74	"Married"	12	10	"Did not complete high school"	3	"Yes"	"Female"	7.25	0	"No"
"769"	40	42	"Married"	16	108	"Some college"	17	"No"	"Male"	4.95	0	"Yes"
"770"	42	50	"Married"	17	85	"High school degree"	15	"No"	"Female"	14.3	0	"No"
"771"	20	34	"Unmarried"	14	51	"Some college"	9	"No"	"Female"	5.65	0	"Yes"
"772"	4	22	"Married"	1	22	"High school degree"	2	"No"	"Female"	2.25	0	"No"
"773"	44	49	"Married"	2	66	"High school degree"	8	"No"	"Female"	4.25	39.55	"No"
"774"	49	63	"Unmarried"	18	10	"High school degree"	2	"Yes"	"Male"	13.9	0	"No"
"775"	5	36	"Married"	2	34	"Did not complete high school"	4	"No"	"Female"	3.5	0	"Yes"
"776"	70	50	"Married"	29	67	"Did not complete high school"	22	"No"	"Male"	51.9	0	"No"
"777"	30	57	"Married"	16	19	"Did not complete high school"	1	"No"	"Male"	7.25	0	"Yes"
"778"	28	48	"Unmarried"	20	128	"College degree"	4	"No"	"Female"	10	55.3	"Yes"
"779"	5	28	"Married"	3	39	"Post-undergraduate degree"	1	"No"	"Male"	4.7	32.5	"No"
"780"	27	35	"Unmarried"	12	56	"Did not complete high school"	3	"No"	"Female"	8.25	33.85	"No"
"781"	17	39	"Unmarried"	12	45	"College degree"	10	"No"	"Female"	8.65	0	"Yes"
"782"	4	37	"Married"	8	25	"Did not complete high school"	1	"No"	"Female"	2.5	0	"No"
"783"	30	23	"Married"	0	24	"High school degree"	1	"No"	"Female"	13.35	0	"No"
"784"	71	40	"Married"	19	53	"College degree"	14	"No"	"Female"	10.15	38.35	"No"
"785"	67	77	"Unmarried"	55	49	"Did not complete high school"	45	"Yes"	"Female"	25.35	0	"No"
"786"	24	48	"Married"	3	38	"Did not complete high school"	16	"No"	"Female"	5.55	0	"No"
"787"	24	54	"Married"	7	84	"Some college"	10	"No"	"Female"	11.45	0	"Yes"
"788"	59	54	"Unmarried"	32	126	"Did not complete high school"	22	"No"	"Female"	13.6	0	"No"
"789"	59	32	"Unmarried"	9	73	"College degree"	5	"No"	"Male"	29.2	0	"Yes"
"790"	44	37	"Married"	1	41	"College degree"	8	"No"	"Female"	9.15	0	"No"
"791"	19	31	"Married"	0	22	"College degree"	2	"No"	"Male"	4.85	0	"Yes"
"792"	58	46	"Married"	23	23	"Did not complete high school"	2	"No"	"Female"	11.1	0	"No"
"793"	41	53	"Married"	22	94	"High school degree"	25	"No"	"Male"	12.65	0	"No"
"794"	16	33	"Unmarried"	1	30	"Some college"	7	"No"	"Male"	9.25	41	"Yes"
"795"	13	36	"Unmarried"	11	31	"High school degree"	0	"No"	"Male"	2.3	0	"Yes"
"796"	60	53	"Unmarried"	22	171	"Did not complete high school"	37	"No"	"Female"	9.9	0	"No"
"797"	72	49	"Married"	23	102	"Did not complete high school"	27	"No"	"Female"	41.15	0	"No"
"798"	33	39	"Unmarried"	17	27	"College degree"	3	"No"	"Female"	9.7	61.6	"No"
"799"	72	45	"Married"	25	98	"College degree"	20	"No"	"Female"	30.25	42.85	"No"
"800"	66	54	"Married"	8	591	"College degree"	25	"No"	"Female"	25	53	"No"
"801"	53	37	"Married"	7	25	"Did not complete high school"	2	"No"	"Female"	5.4	0	"No"
"802"	22	28	"Married"	0	36	"College degree"	0	"No"	"Male"	9.7	42.9	"No"
"803"	14	26	"Married"	1	25	"High school degree"	0	"No"	"Female"	4.4	0	"No"
"804"	52	49	"Unmarried"	18	69	"High school degree"	13	"No"	"Female"	18.35	34.5	"No"
"805"	33	30	"Married"	5	22	"Did not complete high school"	0	"No"	"Male"	5.55	30	"No"
"806"	72	66	"Unmarried"	26	67	"High school degree"	37	"Yes"	"Female"	39.1	0	"No"
"807"	40	40	"Married"	3	73	"College degree"	12	"No"	"Female"	10	27.15	"Yes"
"808"	29	26	"Unmarried"	1	22	"College degree"	2	"No"	"Female"	6.1	35.55	"Yes"
"809"	63	67	"Unmarried"	22	9	"High school degree"	12	"Yes"	"Male"	18.05	0	"No"
"810"	56	54	"Unmarried"	25	147	"Some college"	31	"No"	"Female"	12.7	34.2	"No"
"811"	60	50	"Married"	26	239	"High school degree"	19	"No"	"Female"	21.5	64.2	"No"
"812"	28	22	"Married"	3	23	"Some college"	1	"No"	"Male"	10.95	0	"No"
"813"	39	39	"Unmarried"	19	29	"College degree"	6	"No"	"Male"	5.95	0	"No"
"814"	65	39	"Married"	18	32	"High school degree"	15	"No"	"Male"	21.1	0	"No"
"815"	29	31	"Unmarried"	7	30	"Some college"	7	"No"	"Female"	7.6	0	"No"
"816"	28	36	"Unmarried"	8	57	"High school degree"	13	"No"	"Female"	9.6	0	"No"
"817"	2	18	"Unmarried"	0	20	"High school degree"	0	"No"	"Male"	3.75	27.1	"Yes"
"818"	67	52	"Unmarried"	13	248	"High school degree"	20	"No"	"Female"	35.85	0	"No"
"819"	5	35	"Married"	9	59	"Some college"	8	"No"	"Female"	3.1	26.4	"No"
"820"	48	35	"Unmarried"	10	24	"High school degree"	6	"No"	"Male"	16.95	0	"No"
"821"	10	26	"Married"	4	25	"Did not complete high school"	4	"No"	"Female"	3.7	0	"No"
"822"	17	28	"Unmarried"	3	37	"Some college"	2	"No"	"Female"	5.5	0	"Yes"
"823"	21	24	"Married"	0	30	"College degree"	0	"No"	"Female"	17.8	31.75	"No"
"824"	25	51	"Unmarried"	9	66	"College degree"	13	"No"	"Male"	6.45	34.55	"No"
"825"	44	31	"Unmarried"	8	16	"Did not complete high school"	3	"No"	"Male"	14.4	0	"Yes"
"826"	59	49	"Unmarried"	28	429	"College degree"	23	"No"	"Female"	10.2	43.35	"Yes"
"827"	11	26	"Unmarried"	7	20	"High school degree"	4	"No"	"Male"	6.95	0	"No"
"828"	50	68	"Married"	32	262	"Some college"	28	"No"	"Male"	12.4	25.15	"No"
"829"	23	25	"Married"	2	28	"Some college"	1	"No"	"Female"	4.15	0	"No"
"830"	17	19	"Unmarried"	0	18	"High school degree"	0	"No"	"Female"	7.1	0	"Yes"
"831"	15	62	"Married"	3	144	"Some college"	21	"No"	"Male"	5.25	33.95	"No"
"832"	68	57	"Married"	38	33	"Did not complete high school"	9	"No"	"Female"	13.5	0	"No"
"833"	69	42	"Married"	23	19	"Some college"	0	"No"	"Female"	25.95	0	"No"
"834"	30	24	"Married"	3	30	"Did not complete high school"	7	"No"	"Female"	6.75	0	"Yes"
"835"	22	30	"Unmarried"	8	41	"High school degree"	8	"No"	"Male"	6.1	21.35	"No"
"836"	10	20	"Married"	1	20	"High school degree"	0	"No"	"Female"	5.9	0	"Yes"
"837"	72	59	"Married"	12	65	"Some college"	21	"No"	"Female"	34.65	0	"No"
"838"	34	24	"Married"	5	17	"College degree"	0	"No"	"Female"	15.25	0	"No"
"839"	43	49	"Married"	18	66	"Did not complete high school"	22	"No"	"Male"	8.6	0	"No"
"840"	31	37	"Married"	15	18	"College degree"	5	"No"	"Male"	5.2	39.8	"No"
"841"	6	27	"Married"	5	26	"College degree"	2	"No"	"Male"	5.6	0	"Yes"
"842"	48	42	"Unmarried"	21	46	"College degree"	4	"No"	"Male"	14.45	0	"No"
"843"	50	25	"Unmarried"	6	19	"Did not complete high school"	5	"No"	"Male"	7.25	0	"No"
"844"	20	41	"Married"	19	58	"High school degree"	6	"No"	"Female"	5.25	0	"No"
"845"	61	73	"Unmarried"	10	25	"Did not complete high school"	21	"Yes"	"Male"	16.65	0	"No"
"846"	6	21	"Unmarried"	0	15	"High school degree"	1	"No"	"Female"	3.65	0	"No"
"847"	1	22	"Unmarried"	2	35	"High school degree"	2	"No"	"Male"	1.65	0	"Yes"
"848"	21	43	"Unmarried"	13	41	"High school degree"	1	"No"	"Female"	6.15	37.25	"Yes"
"849"	7	32	"Unmarried"	1	71	"College degree"	3	"No"	"Male"	3.6	28.05	"No"
"850"	65	56	"Married"	19	608	"Some college"	34	"No"	"Female"	14.55	68.3	"No"
"851"	64	37	"Unmarried"	10	44	"College degree"	9	"No"	"Female"	16.15	0	"No"
"852"	4	30	"Unmarried"	0	41	"High school degree"	0	"No"	"Male"	2	0	"Yes"
"853"	67	45	"Married"	22	83	"Some college"	11	"No"	"Female"	27	0	"No"
"854"	22	35	"Unmarried"	12	28	"High school degree"	3	"No"	"Male"	6.6	0	"Yes"
"855"	51	37	"Married"	17	101	"High school degree"	10	"No"	"Female"	14.95	0	"No"
"856"	50	28	"Unmarried"	6	28	"Did not complete high school"	10	"No"	"Female"	6.4	22	"No"
"857"	31	47	"Married"	18	35	"High school degree"	0	"No"	"Male"	11.95	0	"No"
"858"	4	28	"Unmarried"	0	39	"High school degree"	3	"No"	"Female"	7.1	0	"Yes"
"859"	60	56	"Unmarried"	19	51	"College degree"	11	"No"	"Male"	15.25	67	"No"
"860"	7	31	"Married"	12	31	"High school degree"	7	"No"	"Female"	5.05	0	"Yes"
"861"	20	40	"Unmarried"	2	209	"College degree"	15	"No"	"Female"	7.2	0	"No"
"862"	19	23	"Married"	4	37	"Some college"	1	"No"	"Female"	8.4	0	"Yes"
"863"	58	37	"Married"	5	64	"College degree"	8	"No"	"Female"	10.8	109.7	"Yes"
"864"	65	64	"Unmarried"	20	88	"Some college"	26	"No"	"Female"	15.1	48.8	"Yes"
"865"	72	61	"Married"	34	61	"Did not complete high school"	8	"No"	"Male"	27.35	0	"No"
